Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY12,OUT035,373.41461511891055
FDU15,OUT035,289.6135793096747
FDQ19,OUT046,3871.4350699782394
DRF15,OUT045,2492.593084424627
DRE25,OUT019,213.49450064959524
FDK57,OUT018,2269.8811125773027
FDD33,OUT010,1933.99456882298
FDR34,OUT027,5117.61218527733
FDU04,OUT045,1993.8378637854503
FDE35,OUT019,-186.4866306468448
NCD31,OUT035,2217.8692784642367
FDJ56,OUT035,1004.509942204015
NCU53,OUT046,2551.518644872898
FDD39,OUT035,2956.80806575725
NCU17,OUT019,301.0945589196057
FDJ20,OUT046,1871.7868300253836
NCW41,OUT018,2941.3954677425468
FDL52,OUT035,292.24894540131857
FDS39,OUT035,1884.667526425677
DRJ47,OUT045,2784.6519007741404
FDP13,OUT010,-1059.5136857665666
DRK39,OUT010,-211.06969133861992
FDF28,OUT010,512.2966638141131
FDB09,OUT045,1978.3004168561297
FDM51,OUT046,1624.1718659650305
DRM49,OUT018,1098.0537110844407
DRF23,OUT013,2470.618524565516
DRH01,OUT035,2289.844665731598
FDH12,OUT027,3071.509796416894
FDA28,OUT019,806.4887953026841
FDW37,OUT018,1750.3433157293657
FDF02,OUT046,1515.7554374257847
DRL37,OUT046,681.843853776171
NCF43,OUT046,2176.84866033807
FDH08,OUT010,2106.7908928660495
FDR34,OUT019,2518.825475205831
NCK19,OUT049,3351.0576383452426
NCD55,OUT018,1149.114993625515
FDT27,OUT049,4043.6319345399547
FDQ57,OUT045,2362.4655386884574
FDA47,OUT035,2124.6169829957
DRG15,OUT027,2430.3686245445533
FDE05,OUT018,2803.740348514356
FDN46,OUT046,1463.3399355084314
FDX27,OUT027,2854.343207496935
FDT51,OUT045,1866.4856290812118
FDU33,OUT013,420.0041394310389
FDJ16,OUT027,2284.170108868833
FDD20,OUT019,788.562313118041
FDT36,OUT049,808.6202329768967
DRF15,OUT027,3885.664996760947
FDN52,OUT010,-307.41393243665283
FDC22,OUT027,4359.2863864400515
FDX15,OUT045,2380.0545452407823
FDT13,OUT013,2753.6727179847844
FDU04,OUT017,1695.2264347844625
FDU31,OUT019,2291.6582981246256
FDW59,OUT027,2761.00384370084
NCO29,OUT046,2571.9224762709564
FDL15,OUT035,2014.5034627185114
FDI41,OUT049,2672.8492638161956
FDQ48,OUT049,1942.96418171185
DRI39,OUT013,622.8376752145966
FDI08,OUT013,3726.894916569812
FDC21,OUT049,2151.8394223602672
FDF58,OUT035,668.8562768143388
FDS08,OUT010,1228.8737734664444
FDE47,OUT045,1971.0048246021775
NCP18,OUT019,1227.1452236628154
NCR41,OUT013,1265.995135078988
FDA27,OUT013,3829.6745977104606
FDA43,OUT035,2642.9493168640147
FDA49,OUT045,1358.739087427817
NCE55,OUT018,3203.6147452966657
DRM49,OUT027,2104.4143830432586
FDF22,OUT027,4781.970077103437
FDQ15,OUT018,1609.4130626595243
NCS54,OUT017,2515.0903624196953
NCY05,OUT013,343.29167125233084
FDR45,OUT046,3746.0935841818878
FDK57,OUT049,2223.5645301447757
FDF41,OUT010,2137.9942733025196
FDV21,OUT046,1915.0018865857037
FDD51,OUT046,582.7337800886692
FDF33,OUT046,1733.0789688416876
FDA38,OUT046,3738.1895499605093
FDR56,OUT045,3063.1706899170913
NCN41,OUT017,1620.143752019761
FDC60,OUT027,2780.682875821545
FDB47,OUT045,3248.054481502102
DRH01,OUT013,2487.7493770189058
FDW08,OUT046,1470.197304248301
FDF38,OUT027,2148.203415295525
FDY32,OUT017,2163.9999619220293
FDG34,OUT049,2154.090601643557
FDG47,OUT019,2826.706632267348
NCF18,OUT035,2527.9898151583893
FDL39,OUT019,1647.1947681504726
NCH55,OUT035,1612.2954832926544
DRJ35,OUT049,1336.3662764177857
FDS44,OUT035,3258.3107036306037
DRE01,OUT018,4075.9808958188282
FDY39,OUT013,2726.6423247282896
FDY32,OUT018,2864.7060282758075
FDR33,OUT027,3219.328162658821
NCP50,OUT049,1671.9417980968979
FDZ47,OUT018,1995.2403981976554
FDU57,OUT049,2746.134753003169
FDY44,OUT013,2910.4590892392816
DRH59,OUT018,1629.3538758551967
FDB03,OUT027,5092.8259674523815
FDY46,OUT045,2947.5439486769137
FDM39,OUT045,2798.1742113183254
FDY36,OUT035,864.4349124869975
NCM55,OUT035,2475.915121773948
FDJ50,OUT010,-639.9036689738512
DRL60,OUT013,2214.305614205063
NCJ54,OUT049,3975.830848169398
FDX59,OUT017,264.9785768515263
FDI07,OUT013,2922.832254292515
DRF51,OUT010,-1168.898223902972
FDM14,OUT017,1501.8683777092156
FDP21,OUT045,3056.1271104867437
FDE40,OUT035,597.4231118393648
FDE05,OUT035,2006.241596628513
FDM13,OUT027,3504.486988320037
FDC34,OUT027,3768.6428320843547
NCI55,OUT018,2413.270356264026
NCE43,OUT018,3000.642058609544
FDW58,OUT018,2181.6101539856004
FDG60,OUT045,3672.1520138124592
FDV31,OUT017,2404.8941621077147
FDR47,OUT013,2762.0921746422687
FDM60,OUT019,-507.22968406161885
NCF06,OUT018,4525.152064714732
NCN26,OUT027,3245.704892246634
FDQ59,OUT049,1756.0448969871854
FDF09,OUT046,608.990686976141
NCS06,OUT017,3837.479522096373
FDT44,OUT046,1736.7265130671422
FDI19,OUT017,3540.2231382754403
FDT22,OUT017,581.8893674349847
NCF54,OUT027,4111.345831799479
DRG25,OUT045,3014.339476860851
FDB59,OUT017,2861.075808590126
FDQ37,OUT017,2708.6197529153965
FDP56,OUT035,393.9809654059844
FDW44,OUT035,2391.9094237720938
FDJ26,OUT010,1783.2933548438027
FDU43,OUT018,4191.903458673978
FDW33,OUT045,1600.8349846976134
NCX53,OUT027,3728.1193247746155
FDN56,OUT010,662.1034049142911
DRF15,OUT049,2805.739280488859
FDO33,OUT017,1462.551165571998
FDZ39,OUT010,209.08327113570795
NCJ19,OUT017,487.91697786512646
FDU01,OUT035,2539.578938073709
FDT12,OUT035,3187.5444887777094
NCM18,OUT018,1365.5090475381105
FDP19,OUT017,1565.0872484617803
NCR42,OUT049,903.4388759990852
FDN10,OUT046,1834.1069297844092
FDG44,OUT017,518.5013220933756
FDQ10,OUT046,2677.254774843479
DRH13,OUT049,2096.5397417698755
FDT52,OUT013,3668.508952248017
FDM56,OUT045,1729.8122089493695
NCO43,OUT010,52.01395089162861
NCV29,OUT035,2370.143990870956
NCF06,OUT013,3887.997218353022
FDO50,OUT035,1018.6258616953912
FDT59,OUT013,3423.143987677257
FDX40,OUT027,1953.428541914022
FDE50,OUT017,2739.2252993017537
FDX51,OUT017,2902.6193546452355
NCD30,OUT018,2013.2870647583159
FDK15,OUT013,1289.1005963426626
FDL12,OUT045,933.2514596502583
FDK46,OUT017,3782.372139457881
DRH49,OUT010,-185.28540282203346
FDQ57,OUT046,2304.2573389023078
FDY59,OUT017,1225.1494621040713
FDO09,OUT018,4474.517628359956
NCG30,OUT035,1503.474201986195
FDM09,OUT017,2366.541069311852
NCN17,OUT027,3012.1660010275946
NCS42,OUT013,1159.839762966244
FDD02,OUT019,626.8929611817514
FDE34,OUT013,2552.292454255812
FDU38,OUT045,2991.6599351951795
FDB33,OUT046,2482.7448110850805
NCJ29,OUT017,1106.4080851897177
FDZ27,OUT035,439.80316630585264
FDI40,OUT013,1287.9831896644012
FDG22,OUT013,442.2656437979749
FDT51,OUT017,1574.0806949963994
FDF20,OUT018,3575.66713373424
FDV50,OUT035,1434.7435492337684
FDT02,OUT049,978.5987733665943
DRC49,OUT017,2005.9998402174538
FDF26,OUT049,2806.0335154122427
FDV52,OUT035,1509.76377780769
FDX59,OUT049,925.3168960335497
FDV25,OUT035,3110.2259837550882
FDW23,OUT027,2007.8650083425368
FDE53,OUT018,2170.2215834569065
FDA19,OUT017,1761.911337025835
FDH22,OUT046,1821.3553342852165
NCO41,OUT013,1354.8977554809853
FDX12,OUT017,3582.4553789074394
FDF17,OUT013,2877.580069630382
FDS11,OUT045,3547.494413898344
FDR51,OUT035,1849.703267864391
FDT49,OUT010,-123.5131162889972
FDC56,OUT013,1564.9954838984272
FDR13,OUT027,3350.237298289352
FDQ60,OUT035,1483.41647650177
FDN38,OUT049,4247.462829104919
NCL29,OUT013,2152.8775562484084
FDO13,OUT027,3993.7622488401416
FDE26,OUT018,2643.201276418901
FDA31,OUT010,1016.0146881233725
FDX14,OUT035,775.4139075842907
FDA34,OUT045,2801.766311996136
FDF26,OUT013,2238.8919271904724
FDE38,OUT045,2644.1117652333373
DRI11,OUT046,1809.0129135751436
FDQ60,OUT027,3264.4719155612725
FDL21,OUT027,2179.9342707404444
DRC12,OUT027,4497.5207423826705
FDC47,OUT046,3429.4725744124235
FDE57,OUT045,2240.1058149870505
FDT14,OUT045,1849.3862284893635
NCZ53,OUT046,2965.821506468979
FDE28,OUT018,3975.134274423505
FDR19,OUT035,1775.4879721776292
NCF54,OUT019,1510.4280978491302
FDZ08,OUT046,1207.0439687959563
NCJ05,OUT018,2853.7692155221534
FDF59,OUT046,1928.8624898386151
NCO05,OUT035,1204.1240997973186
FDW24,OUT018,1249.7707875294586
NCX42,OUT018,3106.6048209632986
NCA53,OUT035,440.94177138015993
FDI45,OUT019,1594.734939079197
FDG46,OUT046,1818.479487724267
FDM20,OUT010,2288.4166744074396
FDW11,OUT010,-570.4029167290753
FDX08,OUT035,2471.952764313297
NCK17,OUT035,282.29876918075104
FDK32,OUT018,2868.587933532178
NCA42,OUT035,2150.802974511795
DRI01,OUT035,2359.423892192901
NCL55,OUT049,4304.6576633752975
DRE25,OUT018,1925.0480781978276
FDD14,OUT017,2416.326105805427
FDB10,OUT046,3627.1029369934317
DRN11,OUT035,1770.1965842024997
FDP38,OUT018,1277.2539191032229
NCA30,OUT017,2549.463230620729
FDT15,OUT017,2679.393947189537
NCP55,OUT018,1392.7638190920936
FDF12,OUT035,1908.3355818601763
FDM21,OUT018,4423.94022885537
FDX56,OUT035,2859.8608642780964
FDF10,OUT017,1896.4859852930576
FDT32,OUT045,3014.9751736813564
FDM51,OUT018,2121.5426245655813
NCR50,OUT018,2905.864627075654
FDI19,OUT049,4150.684633976518
FDX21,OUT017,1371.9830048382892
FDR31,OUT035,1959.7958313582812
FDY02,OUT013,3862.1606357874693
NCA29,OUT045,2664.6859501229756
NCX17,OUT046,3483.3359829845444
FDM12,OUT045,3021.155040624666
FDI53,OUT027,3876.4941770968794
NCU30,OUT049,2908.3922538767856
FDC56,OUT027,3234.9819545305754
FDK27,OUT018,2435.832021832818
NCK18,OUT017,2389.9049366603385
FDB52,OUT019,2868.8903735308313
DRG25,OUT027,4467.372253410131
FDZ13,OUT049,1088.3574845537837
FDB57,OUT019,2420.209491607752
FDR40,OUT046,1380.9808563550507
NCO14,OUT019,-455.3174964265801
NCN19,OUT045,3055.9447859613415
FDQ28,OUT019,1245.2315407769945
FDO13,OUT018,3012.3329218702793
FDK48,OUT013,976.2410380249551
FDU07,OUT018,2819.931292944879
FDW20,OUT046,1872.8688248806884
FDV12,OUT010,26.909069339941198
FDH24,OUT013,2295.106732083793
FDV59,OUT049,3746.1669041415794
FDK57,OUT045,1865.1810360200975
FDL16,OUT027,1988.9146523112304
NCQ17,OUT046,2297.096408360121
FDJ15,OUT018,3433.4021105028987
FDX24,OUT049,1814.3199762809486
FDT47,OUT046,1512.7922104239365
FDT10,OUT049,1355.8898952277284
FDZ37,OUT018,1921.9751791866593
FDW43,OUT027,5121.706605826495
DRN36,OUT017,1259.687478885257
FDJ14,OUT045,1344.3617048036597
FDA32,OUT013,3209.6196173303006
FDJ38,OUT019,1842.6087190791413
FDQ57,OUT017,2006.5884645245933
NCQ41,OUT019,1844.6121989881754
FDG56,OUT049,1330.304534649675
DRC13,OUT027,3495.9480437750267
FDV55,OUT035,1880.2242335587666
FDQ49,OUT045,2511.045311286332
FDE29,OUT010,-817.4567581079389
FDR03,OUT013,3025.844489320907
FDD45,OUT049,1804.7490873615297
FDN38,OUT010,2311.145730890849
FDT56,OUT046,837.3686307003472
FDT48,OUT045,3164.2307480777395
FDU03,OUT049,3181.191808127851
FDC56,OUT010,147.67713764440623
NCO43,OUT027,2996.594026591608
FDQ27,OUT017,1388.1063380265853
FDR03,OUT046,3299.5365906715206
DRH23,OUT010,-952.9688137081434
FDG22,OUT045,690.0386624871346
NCJ42,OUT013,1450.06215405889
FDR24,OUT046,1419.8629453052306
FDW60,OUT035,2486.5946498108005
FDJ08,OUT013,2667.2661841229174
DRL59,OUT018,1343.3370141542143
FDG60,OUT010,2062.7300825165794
FDW27,OUT017,2201.507084204359
FDX14,OUT018,1620.9687944304292
FDC20,OUT013,705.1507863865133
NCS29,OUT018,4531.423949215299
FDJ56,OUT046,1351.3984213635642
FDB20,OUT019,0.3801948971863567
FDL28,OUT027,5049.10240812657
FDW01,OUT018,2799.416183926579
FDL03,OUT046,3139.4321389775187
FDX22,OUT049,3732.3772901278167
FDJ21,OUT035,1957.5026982116829
FDR31,OUT045,2392.9246072683222
FDG21,OUT035,1906.27444228087
FDS22,OUT027,2207.89518202484
FDK08,OUT035,1134.907290841669
FDE17,OUT018,2860.5003576513045
NCN30,OUT017,1269.9402340978697
FDT50,OUT046,1464.761657399024
NCX42,OUT049,2988.309507687185
FDJ12,OUT035,2947.5339903437944
NCA18,OUT027,3266.350393696668
FDP23,OUT019,2229.7846755517303
FDX12,OUT013,3579.397706718178
FDN40,OUT018,2788.3593662123367
FDV48,OUT035,902.9925773883338
NCY54,OUT013,2279.683914504581
FDL16,OUT010,-1108.1471538831568
FDR45,OUT018,4229.417285519081
FDJ52,OUT046,2540.3325544399618
DRG01,OUT017,980.8455256524865
FDP52,OUT013,3412.8967873075785
FDU58,OUT017,2732.9068064702324
FDL02,OUT045,1647.4083775755225
FDG28,OUT013,3652.044195320936
FDA19,OUT035,1641.706632358609
FDW46,OUT027,2510.0599659096747
NCD43,OUT049,2029.458550120878
DRG39,OUT013,643.9849617708824
NCF55,OUT049,968.7646022094343
FDJ07,OUT046,1874.2519959180686
FDE08,OUT046,2315.241308279257
FDP56,OUT019,-413.0486126672462
FDT45,OUT045,853.1171790916133
FDF17,OUT018,3511.4557978895436
FDX44,OUT046,1358.6599789139084
FDM28,OUT027,4263.433407168275
FDI36,OUT049,3495.1936531953097
FDS07,OUT045,1758.802773779394
FDD36,OUT045,1912.0156145310766
FDW11,OUT046,923.9097456173176
FDN40,OUT049,2735.8304741204865
NCQ18,OUT049,1766.586567985475
NCQ54,OUT017,2377.747740126753
NCS42,OUT045,1427.7591275374189
DRH39,OUT010,-427.9228681047312
FDC09,OUT027,3155.5584712914665
FDT08,OUT010,818.0124207805582
FDC08,OUT035,3172.9792317255533
FDT20,OUT017,333.8763348557617
FDS35,OUT035,549.3281710804847
FDX58,OUT018,3306.116173064299
FDW58,OUT046,1601.4730472966385
DRD27,OUT046,1532.9261563279242
FDH32,OUT019,258.6687728397619
FDS26,OUT035,3670.6481972387032
FDQ31,OUT046,1383.357718542595
FDP11,OUT018,3848.667065735384
FDD58,OUT017,1278.0627172073544
FDM33,OUT045,3381.8353169160764
FDZ16,OUT049,3314.5655963351273
NCS29,OUT010,2538.1587845755244
NCM18,OUT019,-353.45869452456327
FDP11,OUT049,3768.015953300986
NCC42,OUT017,1939.5420624530038
DRM23,OUT046,2576.641805521946
NCN55,OUT027,5161.5844482819975
FDK46,OUT013,3816.3510666582447
FDR01,OUT046,3128.044508464476
NCA05,OUT045,2400.5512521217665
NCP43,OUT017,2530.728320061357
FDR12,OUT010,1218.517135950962
FDQ01,OUT013,3672.94055851018
FDM13,OUT046,2009.7196330938746
FDQ19,OUT017,3632.584090543029
FDK56,OUT019,1498.6839642698123
NCX06,OUT010,1386.6304275941957
FDO56,OUT027,3364.3719619229546
FDU45,OUT045,1861.8530199211364
FDI16,OUT019,-508.895171032491
FDL32,OUT046,1683.7105869081438
FDA07,OUT046,1986.6389972982524
FDA14,OUT045,2304.751542454885
FDV46,OUT027,3688.375832378422
NCO07,OUT035,3009.256684255018
NCP41,OUT046,1667.518021952657
FDY60,OUT018,2755.3469260697448
FDN38,OUT017,3644.5564651525942
FDO15,OUT046,1255.599802744957
FDT60,OUT013,1662.1890552316872
FDA55,OUT035,3173.9352767606406
FDE02,OUT010,-229.03233042977098
DRJ39,OUT049,3870.964896675416
FDV34,OUT035,910.1614820081143
FDS20,OUT027,4320.342633683831
FDF02,OUT027,2978.5204371239674
FDW40,OUT017,1941.876816197303
NCB43,OUT046,2805.2029539017417
FDR58,OUT017,1170.1244093160976
DRJ59,OUT035,341.3288807341861
NCD30,OUT017,1301.9075873743202
FDE14,OUT017,1341.5561820264945
FDC28,OUT018,2135.451136576411
FDU16,OUT018,1804.117888163093
NCD19,OUT035,558.7091475756392
FDU21,OUT046,550.2105983635568
FDV59,OUT027,4843.078793593191
FDU03,OUT045,2898.120608848687
FDC33,OUT010,1641.243117880313
NCR42,OUT035,192.97736134926606
DRH59,OUT035,833.57655207792
NCM31,OUT035,1832.3175840774466
FDS50,OUT035,3092.4233784231774
FDP39,OUT046,767.4981379340154
FDQ55,OUT013,1717.4391159252978
FDV36,OUT019,806.8875029450621
FDI05,OUT027,2589.2888153274234
FDS45,OUT027,3205.899392262149
FDA39,OUT045,697.4717554552451
FDC37,OUT010,194.27512844713897
FDJ60,OUT027,4079.732236374511
DRQ35,OUT046,1939.4303458399008
NCJ06,OUT046,1858.1173269230762
NCY42,OUT018,2757.8226934364397
DRM37,OUT049,3446.310241821778
FDR14,OUT045,662.8957860001219
FDE51,OUT049,1051.5590497176913
FDT33,OUT017,2413.382189204334
FDR08,OUT013,1562.8410243192175
FDE36,OUT010,1083.1781045668483
FDL22,OUT019,245.4547808439538
FDR44,OUT013,1821.5955606563243
FDI56,OUT019,87.44279230515508
FDE47,OUT010,466.6848904495407
FDV27,OUT010,-60.546169553579375
FDV10,OUT049,1056.7929593620447
FDC40,OUT045,1284.14749186533
NCX41,OUT013,3113.3144590932643
NCQ38,OUT027,3135.1592218175274
FDV12,OUT027,3055.2262354929157
FDE52,OUT017,1194.5910664441221
FDG20,OUT027,4150.84511429699
FDV16,OUT027,1988.2309560521385
FDI32,OUT017,1333.8444505409761
FDJ32,OUT049,1317.1446004536865
FDN39,OUT018,3125.9768196249997
FDY34,OUT017,2455.947752500587
FDC14,OUT035,343.782673991726
FDA55,OUT017,3280.0949936196985
FDZ50,OUT010,1282.0807652836077
DRG13,OUT049,3002.020242067789
FDP01,OUT013,2205.946805371473
NCG54,OUT017,2378.293543349814
FDM13,OUT045,2078.7343485068072
NCO18,OUT027,4268.117479052322
NCW41,OUT013,2269.9132882068084
FDM52,OUT027,3796.468852960106
NCF55,OUT035,220.8493412199208
FDT09,OUT046,2132.3569269008344
NCM19,OUT035,1359.7224212174406
FDW12,OUT018,2777.2940375551207
FDP15,OUT019,2712.0547679039073
FDK36,OUT045,855.0170258248083
FDZ25,OUT035,2397.71015460259
NCW06,OUT049,3380.2758193044083
FDW60,OUT046,2864.704891873387
DRC49,OUT013,2069.7286837956203
NCT17,OUT035,2598.7692624767346
NCN06,OUT018,2915.04430894216
FDC45,OUT013,2326.0173972462117
DRJ47,OUT019,1524.20361167982
NCF06,OUT045,4106.242436802682
FDE21,OUT010,358.56477114642735
DRG27,OUT013,380.8858887345168
FDW40,OUT049,2554.215210581956
NCO53,OUT046,2667.3125462408766
FDE23,OUT049,1115.0086367918143
FDQ16,OUT046,1680.2943441538287
FDS26,OUT045,4022.5892474426096
FDZ13,OUT010,-985.0843848539115
FDS14,OUT049,2817.0622529840393
FDC10,OUT045,1909.9236218345627
FDY16,OUT049,3284.7049686339874
FDJ20,OUT035,1570.0798088859297
FDV43,OUT035,260.4807231896481
FDZ32,OUT027,3173.5445937473737
FDR23,OUT046,2656.728949123434
FDN24,OUT035,367.1026092048886
FDE34,OUT027,4221.647921151114
FDU31,OUT013,3282.143756334866
FDW33,OUT018,2058.476958897111
FDU26,OUT046,1867.7015663534012
FDE20,OUT027,4215.426278336139
NCW05,OUT035,1132.7813307060342
FDB22,OUT018,2801.941390279303
FDO56,OUT046,1850.0109244798068
FDA19,OUT027,3468.5014192002564
DRI39,OUT045,871.9355635795728
FDH52,OUT018,1455.2521465365835
FDZ50,OUT035,2496.8667490837784
NCN42,OUT035,1975.4174781045926
FDB53,OUT013,1975.892159529743
DRG11,OUT017,1427.7444577472443
DRK11,OUT027,3865.5605057641537
FDQ60,OUT017,1612.508113579399
FDT36,OUT017,177.5395744919971
DRG25,OUT018,3427.0174429903846
DRJ23,OUT046,2990.2071148791483
FDG05,OUT035,2101.792131654063
NCK06,OUT018,2402.4875842909173
FDU52,OUT017,2130.4506342099585
FDW07,OUT018,1739.1046672379784
NCM17,OUT045,697.6435376047004
FDA22,OUT045,2616.513631223973
NCA41,OUT018,3497.7137347107014
FDF38,OUT035,373.23743830061665
FDH52,OUT046,1009.4286287035482
FDY58,OUT019,2358.199634863162
FDZ16,OUT045,2970.1558002982515
NCM18,OUT017,643.0879517866231
FDA22,OUT018,3007.172205293922
NCJ43,OUT035,2416.3099400726246
FDI34,OUT027,5048.178580386468
FDG56,OUT046,949.7004730469969
FDS34,OUT046,1788.8367662916335
DRC01,OUT035,558.1142363872395
FDQ04,OUT035,205.11077190347964
FDK04,OUT035,541.7024626981931
FDT51,OUT049,2201.4392236253925
FDV26,OUT017,2806.5421021459183
FDS04,OUT049,2489.547845351824
FDW43,OUT018,4099.687156661246
FDQ28,OUT010,892.2831301633103
NCK06,OUT017,1684.9153109322328
FDS23,OUT018,2355.088694909772
FDZ36,OUT019,1742.0871726607365
FDE56,OUT018,1312.6109781166822
FDW10,OUT027,4157.363707365361
NCN14,OUT045,2854.998101450434
NCQ18,OUT045,1433.1054471186662
FDW08,OUT017,1375.9138327026728
FDU43,OUT035,3360.2717922464035
FDR33,OUT010,214.2565039719991
FDM24,OUT010,799.3025947751983
NCZ05,OUT046,1565.343029653432
NCV41,OUT035,1431.004458336281
FDV11,OUT018,3173.4498765638036
NCY05,OUT035,198.42595603356608
FDV44,OUT018,3464.9793809941184
FDW32,OUT049,1674.1300131339353
NCU18,OUT027,3665.751046137418
NCC43,OUT035,3530.363755570716
FDW19,OUT013,1590.1404542721066
FDN31,OUT035,2592.663755663972
FDI48,OUT045,866.8984578858456
FDS24,OUT017,1167.739547615559
FDF46,OUT049,2152.4741633390954
DRG23,OUT017,2088.983665626677
FDG14,OUT018,2860.915264231521
NCY30,OUT049,3194.8631676403556
FDO28,OUT018,2340.6812290271514
DRD24,OUT035,1920.7835430436103
FDI33,OUT049,1807.207633238691
FDN32,OUT046,2919.4989556907703
FDR16,OUT045,3330.76372204033
FDF26,OUT046,2433.1666755839
NCN29,OUT018,1263.8565573190556
FDE20,OUT045,2782.2131306644173
FDA46,OUT046,2879.5955766894203
FDU28,OUT045,2949.830099895999
FDQ48,OUT045,1658.918349987026
FDV36,OUT013,1761.4466193386247
FDR14,OUT018,1095.3721930726126
FDP23,OUT017,3141.4975228811672
FDP56,OUT013,596.513443378341
FDK48,OUT010,-313.1971111386658
FDR48,OUT046,2236.8727161202946
NCY29,OUT049,1220.5983687820942
FDM22,OUT018,1348.130398677836
DRJ01,OUT013,2271.6329512274338
FDZ43,OUT045,3886.179405519047
FDV03,OUT035,2031.5703559642134
FDX11,OUT027,4254.288241632301
NCA41,OUT027,4492.636325084952
FDE38,OUT017,2354.644857798617
FDI27,OUT018,1222.823351208189
FDN32,OUT013,2697.128217189169
NCN43,OUT017,1685.9132225460285
FDB47,OUT027,4655.2494314791
FDV03,OUT017,2145.514502850769
NCN30,OUT045,1604.4645556154987
NCV54,OUT010,378.9138001241189
FDV07,OUT013,1535.31992989732
FDP07,OUT049,3403.70372571934
FDK48,OUT018,1620.618686339967
FDM15,OUT019,1194.8335141848636
FDY19,OUT027,3300.740733789957
FDK46,OUT046,4026.2076910838773
FDY11,OUT045,1151.2610371076628
FDH09,OUT046,783.4854995090739
FDO08,OUT027,4080.5888070239494
FDU14,OUT013,3715.4870514719028
FDD22,OUT027,3143.967882545972
FDM27,OUT017,2081.121559215473
FDL02,OUT027,3082.8513292731327
NCA17,OUT035,1900.7143991106486
FDE38,OUT019,1387.7246270550452
NCG07,OUT049,3305.513665623109
DRC27,OUT013,3666.4313877838454
FDA27,OUT035,3691.0667231026696
FDW40,OUT045,2220.7548929538316
DRI11,OUT013,1650.5751194147037
FDN50,OUT046,1537.92868076578
FDR12,OUT046,2725.3781137971096
FDT34,OUT027,2904.500733869622
FDW11,OUT035,597.2479979692962
NCO30,OUT027,4358.981850473867
FDZ34,OUT017,2732.289368313204
FDU45,OUT017,1569.3170551011694
NCD42,OUT035,261.1121751017987
FDX25,OUT045,2787.1244703784528
NCR29,OUT046,846.1741897349889
FDX43,OUT019,1456.4743504663713
FDB04,OUT010,-163.09220959051385
FDR49,OUT027,2046.1515018418
FDS39,OUT018,2708.728076802987
FDW58,OUT045,1742.3984158684525
FDG22,OUT019,-534.9638594967005
FDG31,OUT017,733.3197839035051
NCV53,OUT027,5166.232027585249
DRJ37,OUT035,2001.3051723998105
FDV07,OUT035,1384.241493771928
FDW52,OUT018,3112.795386099361
FDT15,OUT045,2978.203263987589
FDD02,OUT018,2303.02056963317
FDM16,OUT035,865.863961247172
NCE55,OUT046,2594.978594331423
FDB57,OUT018,4009.4263392304842
FDQ04,OUT013,415.4732886982255
FDQ47,OUT019,-916.1027846543823
FDY14,OUT019,2866.1107979763974
DRK37,OUT017,2725.0942869345245
FDO25,OUT017,2898.6992823602636
FDL57,OUT046,4056.504390156963
NCK29,OUT018,2263.6170945457407
FDK46,OUT027,5493.626431271941
NCB43,OUT010,1227.5559386445561
DRE01,OUT027,5080.5911673200335
FDC46,OUT018,3239.8163476340933
FDQ23,OUT045,1703.2902443780808
FDX38,OUT049,1205.6093049887663
FDG60,OUT018,4117.439192610782
FDW55,OUT017,3687.253835570202
FDP39,OUT013,543.6344559204229
FDB20,OUT018,1684.4299365713418
FDV21,OUT017,1520.4400096060795
FDZ02,OUT013,1373.2763802430757
FDP19,OUT027,3282.458058170932
FDA38,OUT035,3456.7259026297816
FDH22,OUT045,1888.593457169804
DRM11,OUT045,4129.438485641889
FDO12,OUT027,4467.688414977809
FDT14,OUT049,2187.538577537684
FDW34,OUT010,2297.926688142754
FDG04,OUT027,4453.51034213745
FDW59,OUT018,1822.8153681065323
FDR33,OUT018,2193.522356648574
FDP32,OUT013,1781.619024277676
FDL13,OUT027,5124.018367391613
FDD22,OUT013,1491.257365821079
FDV40,OUT027,2549.7457341113263
NCD55,OUT046,654.8522492799405
FDQ20,OUT010,-832.6219704011052
FDD28,OUT045,935.7330342160215
FDC39,OUT045,3133.377345258206
NCR17,OUT049,2237.1173726748407
DRO35,OUT018,2325.1162624432045
FDF40,OUT049,4352.29888041585
FDR31,OUT018,2766.5426436631897
NCQ41,OUT017,2753.932381149732
FDP38,OUT046,784.5964460648468
NCU54,OUT027,4641.0132915369995
FDG22,OUT018,1060.5625216301066
DRK59,OUT013,3446.0712480381
FDC37,OUT046,1658.8150316686065
NCO42,OUT013,2092.846653429835
NCT42,OUT017,2116.500623271567
FDX27,OUT035,1123.1399884690502
FDV40,OUT018,1661.216587936251
FDT45,OUT027,2293.045844886115
FDS47,OUT019,-33.91784252211164
FDR45,OUT035,3383.574425684922
FDB03,OUT045,3659.9472143910666
FDO49,OUT035,530.8140598869925
FDU60,OUT027,4097.520438650461
FDB26,OUT018,1343.6314722640952
FDB46,OUT017,3057.5745130286205
FDQ37,OUT019,1747.75479141908
FDN03,OUT017,3738.7914484079306
NCX30,OUT045,3938.147174786465
FDK32,OUT019,1249.7799762910802
DRM47,OUT013,2833.2574336021457
NCO02,OUT046,984.897112401015
FDP04,OUT013,846.0632381540206
NCO43,OUT049,1950.2603297165083
